F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,prob1,prob2,classLabel
10,11,11,11,250,672,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,61,61,10,10,10,10,11,10,10,265,265,11,10,10,10,10,10,10,10,0.99251246,0.00961804,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0.01,0,0,0,0,0,1.00E+00,1.19E-07,Bug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,265,264,11,10.01,10,10,10,10,10,10,0.19984597,0.8001462,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0.01,0,0,0,0,0,1.00E+00,9.54E-07,NoBug
10,11,11,11,301,1020,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,22,22,10,10,10,10,11,10,10,22,248,11,10,10.08,10.05,10,10,10,10,0.19651207,0.8037858,NoBug
0,1,49,1,884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,14,39,0.43,0.14,0.43,0.05,0,0,0,0,0.9920794,0.00809476,NoBug
0,1,19,1,559,336,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,84,176,0.75,0.08,0.01,0.01,0.01,0.01,0.08,0.05,9.99E-01,5.41E-04,Bug
0,1,1,1,312,677,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,37,0,0,0,0,1,0,0.11,22,255,1,0,0.05,0.04,0,0,0,0,1.00E+00,6.67E-05,Bug
10,11,11,11,242,2377,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,13,13,10,10,10,10,11,10,10,265,265,11,10,10,10,10,10,10,10,0.19666427,0.8033703,Bug
10,12,67,11,39,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,11,10,10,10,10,10.5,11,10,20,13,10.3,10.3,10.3,10,10,10,10,10,0.16283402,0.83771074,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0.01,0,0,0,0,0,1.00E+00,5.11E-05,Bug
0,1,19,1,764,329,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,12,159,0.83,0.25,0.08,0.01,0,0,0,0,1.00E+00,3.57E-05,Bug
10,11,59,11,894,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,24,49,10.43,10.14,10.43,10.05,10,10,10,10,0.06639934,0.933699,Bug
10,11,11,11,255,4209,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,18,18,10,10,10,10,11,10,10,265,265,11,10,10,10,10,10,10,10,0.43630418,0.5636185,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1,0,Bug
10,11,11,11,327,288,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,13,13,10,10,10,10,11,10,10,202,265,11,10,10.01,10.04,10,10,10,10,0.19666427,0.8033703,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,7.75E-07,NoBug
0,1,1,1,247,259,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,26,0,0,0,0,1,0,0.12,53,255,1,0,0.02,0.01,0,0,0,0,1,0,NoBug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,265,264,11,10.01,10,10,10,10,10,10,0.1885592,0.8117421,NoBug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,265,264,11,10.01,10.01,10,10,10,10,10,0.18750364,0.8122121,Bug
10,11,11,11,307,13797,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,187,265,11,10,10.01,10.01,10,10,10,10,0.18624008,0.8132745,NoBug
10,11,11,11,322,687,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,19,47,10,10,10,10,11,10,10.11,32,265,11,10,10.05,10.04,10,10,10,10,0.99154043,0.01083648,Bug
10,11,11,11,246,3675,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,41,41,10,10,10,10,11,10,10,265,265,11,10,10,10,10,10,10,10,0.20298883,0.7961376,NoBug
10,11,11,11,250,672,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,61,61,10,10,10,10,11,10,10,265,265,11,10,10,10,10,10,10,10,0.19230813,0.8077303,NoBug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0.01,0,0,0,0,0,1.00E+00,8.40E-05,Bug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,265,265,11,10,10,10,10,10,10,10,0.19672236,0.8031583,NoBug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,265,264,11,10.01,10,10,10,10,10,10,0.20377943,0.794184,Bug
0,1,1,1,223,185,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,71,255,1,0,0.01,0.01,0,0,0,0,1,0,NoBug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,2.09E-07,NoBug
10,11,59,11,8335,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,10,10,10,10,11,10,10,113,64,10.49,10.06,10.49,10.04,10,10,10,10,0.19230813,0.8077303,NoBug
0,1,1,1,322,680,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,1,0,0.25,6,255,1,0,0.17,0.04,0,0,0,0,1,0,NoBug
10,11,11,11,247,685,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,51,51,10,10,10,10,11,10,10,265,265,11,10,10,10,10,10,10,10,0.18624008,0.8132745,NoBug
10,11,11,11,256,763,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,19,19,10,10,10,10,11,10,10,265,265,11,10,10,10,10,10,10,10,0.40610915,0.5948374,Bug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,265,264,11,10.01,10,10,10,10,10,10,0.19756952,0.8024992,NoBug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,265,262,10.99,10.01,10,10,10,10,10,10,0.1882149,0.8118327,NoBug
0,1,49,1,8325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,1,0,0,103,54,0.49,0.06,0.49,0.04,0,0,0,0,0.9928968,6.97E-03,NoBug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,265,264,11,10.01,10.01,10,10,10,10,10,0.20442286,0.79546654,NoBug
0,1,1,1,244,668,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,38,255,1,0,0.03,0.01,0,0,0,0,1,0,Bug
0,2,57,1,43,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,1,0,0.4,255,238,0.93,0.01,0,0,0,0,0,0,1.00E+00,1.79E-07,NoBug
10,11,59,11,750,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,87,43,10.34,10.08,10.34,10.06,10,10,10,10,0.19033524,0.8099015,Bug
0,1,1,1,243,2211,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,2.98E-08,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,4.83E-06,NoBug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,265,264,11,10.01,10,10,10,10,10,10,0.19571152,0.80401546,NoBug
10,11,11,11,307,13797,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,187,265,11,10,10.01,10.01,10,10,10,10,0.1885592,0.8117421,NoBug
0,1,1,1,275,525,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,1,0,0.19,2,255,1,0,0.5,0.05,0,0,0,0,1.00E+00,1.48E-05,Bug
0,1,1,1,249,198,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,23,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,8.94E-08,NoBug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,265,264,11,10.01,10,10,10,10,10,10,0.18750364,0.8122121,Bug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,265,262,10.99,10.01,10,10,10,10,10,10,0.9939649,0.00599942,Bug
10,11,11,11,309,2188,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,12,248,11,10,10.5,10.05,10,10,10,10,0.19651207,0.8037858,NoBug
0,1,1,1,268,9235,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,58,255,1,0,0.02,0.05,0,0,0,0,1.00E+00,1.95E-04,NoBug
10,11,11,11,245,705,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,23,23,10,10,10,10,11,10,10,265,265,11,10,10,10,10,10,10,10,0.18958783,0.8102337,NoBug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,8.94E-08,Bug
10,11,29,11,569,346,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,94,186,10.75,10.08,10.01,10.01,10.01,10.01,10.08,10.05,0.19395429,0.8064493,NoBug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,4.83E-06,NoBug
10,11,11,11,259,208,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,33,33,10,10,10,10,11,10,10,265,265,11,10,10,10,10,10,10,10,0.19571152,0.80401546,NoBug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,265,264,11,10.01,10.01,10,10,10,10,10,0.20298883,0.7961376,NoBug
10,11,29,11,774,339,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,22,169,10.83,10.25,10.08,10.01,10,10,10,10,0.1885592,0.8117421,NoBug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,253,0.99,0.01,0,0,0,0,0,0,1.00E+00,1.19E-07,NoBug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,8.34E-07,NoBug
0,2,57,1,45,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,1,0,0.44,255,246,0.96,0.01,0,0,0,0,0,0,1.00E+00,2.38E-07,NoBug
11,11,29,11,3180,339,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,11,12,10,10,10,10,11,10,11,64,49,10.72,10.11,10.02,10,10.02,10,10.09,10.13,0.19651207,0.8037858,NoBug
10,11,11,11,309,2188,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,12,248,11,10,10.5,10.05,10,10,10,10,0.19666427,0.8033703,Bug
10,12,67,11,39,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,11,10,10,10,10,10.5,11,10,20,13,10.3,10.3,10.3,10,10,10,10,10,0.19401994,0.8058652,Bug
0,1,1,1,223,185,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1,0,Bug
10,11,11,11,233,195,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,14,14,10,10,10,10,11,10,10,81,265,11,10,10.01,10.01,10,10,10,10,0.18525362,0.81469166,NoBug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,253,0.99,0.01,0,0,0,0,0,0,1,0,NoBug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,265,262,10.99,10.01,10,10,10,10,10,10,0.20298883,0.7961376,NoBug
10,11,11,11,255,672,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,41,45,10,10,10,10,11,10,10.09,72,265,11,10,10.02,10.01,10,10,10,10,0.18750364,0.8122121,Bug
10,11,11,11,323,5391,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,11,265,11,10,11,10.01,10,10,10,10,0.20283371,0.7970679,NoBug
0,1,19,1,908,330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,240,101,0.38,0.03,0,0.02,0.01,0,0.01,0.03,9.99E-01,7.79E-04,NoBug
0,1,1,1,222,19564,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,23,0,0,0,0,1,0,0.09,255,255,1,0,0,0,0,0,0,0,1.00E+00,2.00E-04,NoBug
10,11,11,11,237,192,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,18,18,10,10,10,10,11,10,10,265,265,11,10,10,10,10,10,10,10,0.19756952,0.8024992,NoBug
10,11,11,11,237,8851,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,23,23,10,10,10,10,11,10,10,265,265,11,10,10,10,10,10,10,10,0.979113,0.02288204,Bug
10,11,11,11,301,1020,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,22,22,10,10,10,10,11,10,10,22,248,11,10,10.08,10.05,10,10,10,10,0.20231879,0.7976181,Bug
10,11,11,11,240,270,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,11,29,10,10,10,10,11,10,10.11,13,265,11,10,10.33,10.07,10.33,10,10,10,0.9618784,0.04266348,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,6.26E-07,NoBug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,265,264,11,10.01,10,10,10,10,10,10,0.9939649,0.00599942,Bug
10,11,11,11,285,535,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,12,26,10,10,10,10,11,10,10.19,12,265,11,10,10.5,10.05,10,10,10,10,0.19026366,0.8094211,Bug
11,11,29,11,1671,340,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,11,13,10,10,10,10,11,10,11,182,136,10.37,10.04,10.01,10.02,10.01,10,10.02,10.02,0.1885592,0.8117421,NoBug
0,1,1,1,234,14497,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,24,0,0,0,0,1,0,0.12,255,255,1,0,0,0,0,0,0,0,0.9974596,0.00244135,Bug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,265,264,11,10.01,10,10,10,10,10,10,0.9951171,0.00446647,Bug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,265,263,10.99,10.01,10.01,10,10,10,10,10,0.9860511,0.01765624,Bug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,265,262,10.99,10.01,10,10,10,10,10,10,0.19033524,0.8099015,Bug
0,1,1,1,246,753,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,3.87E-07,NoBug
0,1,1,1,223,185,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,71,255,1,0,0.01,0.01,0,0,0,0,1,0.00E+00,NoBug
0,1,1,1,249,198,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,23,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,2.83E-06,Bug
10,11,11,11,233,195,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,14,14,10,10,10,10,11,10,10,81,265,11,10,10.01,10.01,10,10,10,10,0.20377943,0.794184,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0.01,0,0,0,0,0,1.00E+00,8.40E-05,Bug
10,11,29,11,569,346,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,94,186,10.75,10.08,10.01,10.01,10.01,10.01,10.08,10.05,0.19033524,0.8099015,Bug
10,11,11,11,232,19574,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,32,33,10,10,10,10,11,10,10.09,265,265,11,10,10,10,10,10,10,10,0.9980117,0.00205302,Bug
0,1,49,1,8325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,1,0,0,103,54,0.49,0.06,0.49,0.04,0,0,0,0,0.998574,0.00141045,NoBug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,265,265,11,10,10,10,10,10,10,10,0.19906855,0.80090237,NoBug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,265,264,11,10.01,10.01,10,10,10,10,10,0.9951171,0.00446647,Bug
0,1,19,1,764,329,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,12,159,0.83,0.25,0.08,0.01,0,0,0,0,1.00E+00,4.44E-06,NoBug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,265,264,11,10.01,10.01,10,10,10,10,10,0.20231879,0.7976181,Bug
10,11,11,11,254,678,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,17,17,10,10,10,10,11,10,10,48,265,11,10,10.03,10.01,10,10,10,10,0.20372033,0.7963379,NoBug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,265,264,11,10.01,10,10,10,10,10,10,0.18624008,0.8132745,NoBug
10,11,11,11,233,195,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,13,13,10,10,10,10,11,10,10,265,265,11,10,10,10,10,10,10,10,0.9908503,0.00912789,Bug
10,12,67,11,39,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,11,10,10,10,10,10.5,11,10,20,13,10.3,10.3,10.3,10,10,10,10,10,0.19984597,0.8001462,Bug
0,1,1,1,227,8841,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,0.9978138,0.00227246,NoBug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,265,264,11,10.01,10,10,10,10,10,10,0.19261757,0.8076817,NoBug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,265,264,11,10.01,10.01,10,10,10,10,10,0.19666427,0.8033703,Bug
10,11,11,11,253,2221,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,31,31,10,10,10,10,11,10,10,265,265,11,10,10,10,10,10,10,10,0.19715545,0.80269784,NoBug
10,11,29,11,569,346,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,94,186,10.75,10.08,10.01,10.01,10.01,10.01,10.08,10.05,0.19026366,0.8094211,Bug
10,11,11,11,253,2221,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,31,31,10,10,10,10,11,10,10,265,265,11,10,10,10,10,10,10,10,0.18624008,0.8132745,NoBug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,1.29E-05,Bug
0,1,1,1,245,4199,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,1.65E-04,NoBug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,265,264,11,10.01,10.01,10,10,10,10,10,0.19527504,0.8046324,Bug
0,1,1,1,247,259,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,26,0,0,0,0,1,0,0.12,53,255,1,0,0.02,0.01,0,0,0,0,1,0,NoBug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,265,264,11,10.01,10,10,10,10,10,10,0.20442286,0.79546654,NoBug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,265,264,11,10.01,10.01,10,10,10,10,10,0.20442286,0.79546654,NoBug
0,1,1,1,299,2178,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,2,238,1,0,0.5,0.05,0,0,0,0,1.00E+00,3.93E-06,NoBug
0,1,1,1,236,3665,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31,31,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,9.99E-01,7.13E-04,Bug
10,11,11,11,309,2188,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,12,248,11,10,10.5,10.05,10,10,10,10,0.19395429,0.8064493,NoBug
10,11,11,11,257,269,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,32,36,10,10,10,10,11,10,10.12,63,265,11,10,10.02,10.01,10,10,10,10,0.19261757,0.8076817,NoBug
10,11,11,11,226,7514,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,30,31,10,10,10,10,11,10,10.1,265,265,11,10,10,10,10,10,10,10,0.18750364,0.8122121,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1,0,Bug
0,3,55,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,3,0.01,0.01,0.01,0,0,0,0,0,0.9962958,0.00362179,Bug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,265,262,10.99,10.01,10,10,10,10,10,10,0.20231879,0.7976181,Bug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,265,264,11,10.01,10.01,10,10,10,10,10,0.19339135,0.8066435,NoBug
10,11,11,11,233,195,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,13,13,10,10,10,10,11,10,10,265,265,11,10,10,10,10,10,10,10,0.19339135,0.8066435,NoBug
1,1,19,1,1661,330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,1,172,126,0.37,0.04,0.01,0.02,0.01,0,0.02,0.02,1.00E+00,2.18E-04,NoBug
10,11,11,11,285,535,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,12,26,10,10,10,10,11,10,10.19,12,265,11,10,10.5,10.05,10,10,10,10,0.19401994,0.8058652,Bug
0,1,1,1,321,2060,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,18,0,0,0,0,1,0,0.11,8,255,1,0,0.12,0.03,0,0,0,0,1.00E+00,6.26E-07,NoBug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0.01,0,0,0,0,0,1.00E+00,6.56E-07,NoBug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,2.68E-07,NoBug
0,1,1,1,275,525,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,1,0,0.19,2,255,1,0,0.5,0.05,0,0,0,0,1.00E+00,6.79E-05,Bug
0,1,19,1,764,329,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,12,159,0.83,0.25,0.08,0.01,0,0,0,0,1.00E+00,3.28E-07,Bug
0,1,1,1,244,668,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,38,255,1,0,0.03,0.01,0,0,0,0,1.00E+00,1.73E-06,Bug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,265,262,10.99,10.01,10,10,10,10,10,10,0.18525362,0.81469166,NoBug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,1.91E-06,NoBug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,2.09E-07,NoBug
11,11,29,11,1155,339,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,14,170,10.75,10.5,10.25,10.02,10,10,10,10,0.19651207,0.8037858,NoBug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,265,262,10.99,10.01,10,10,10,10,10,10,0.19529879,0.8039708,Bug
